Initial Configuration,Initial term,Initial J,Final configuration,Final term,Final J,Wavelength (nm),Wavelength error (nm),Wavelength w/uncertainty (nm),Matrix element (a.u),Matrix el. uncertainty (a.u),Matrix el. w/uncertainty (a.u),Transition rate (s-1),Transition rate uncertainty,Transition rate w/uncertainty (s-1),Branching ratio,Branching ratio uncertainty,Branching ratio w/uncertainty,Lifetime reference,Matrix Element Reference
5s.6d,3D,2,4d.5p,3F,2,1556.674,0.002,1556.674(2),0.30307,0.01587,0.303(16),9867.107492725574,1033.3652028614256,9.9(10)E+03,0.0003181034200714205,0.0000364396707963467,0.000318(36),,
5s.6d,3D,2,4d.5p,3F,3,1639.051,0.003,1639.051(3),0.62513,0.02514,0.625(25),35963.414642998876,2892.583130650921,3.60(29)E+04,0.0011594162933583761,0.00010761682709130223,0.00116(11),,
5s.6d,3D,2,4d.5p,1D,2,1705.349,0.003,1705.349(3),0.61352,0.40051,0.61(40),30754.95423596742,40154.08371739451,3.1(40)E+04,0.0009915019304100887,0.001294055388256526,<0.0023,,
5s.6d,3D,2,5s.6p,3P,1,1717.48,0.003,1717.480(3),6.07768,0.13176,6.08(13),2954595.9474511542,128107.29254561885,2.95(13)E+06,0.09525254250106008,0.005780786776041823,0.0953(58),,
5s.6d,3D,2,5s.6p,3P,2,1748.944,0.003,1748.944(3),3.47815,0.05256,3.478(53),916360.6747193683,27695.135495251074,9.16(28)E+05,0.029542342055368213,0.001623698052951362,0.0295(16),,
5s.6d,3D,2,5s.6p,1P,1,1788.142,0.003,1788.142(3),0.34064,0.01594,0.341(16),8223.9944019326,769.6716237457658,8.22(77)E+03,0.00026513147321356896,0.000027700216863316248,0.000265(28),,
5s.6d,3D,2,4d.5p,3D,1,2918.301,0.01,2918.30(1),0.0725,0.05616,0.073(56),85.70041773755548,132.77063338612612,9\(13)E+01,0.0000027628761523034146,0.000004282277038899619,<0.0000070,,
5s.6d,3D,2,4d.5p,3D,2,3022.01,0.011,3022.01(1),1.04914,0.04724,1.049(47),16161.309384636555,1455.402064439507,1.62(15)E+04,0.0005210207542458981,0.0000527820859509655,0.000521(53),,
5s.6d,3D,2,4d.5p,3D,3,3193.552,0.011,3193.55(1),0.38608,0.02281,0.386(23),1854.5139589701917,219.1331515015644,1.85(22)E+03,0.00005978725106152191,0.000007591316822698185,0.0000598(76),,
5s.6d,3D,2,4d.5p,3P,1,4187.48,0.019,4187.48(2),6.47707,0.5871,6.48(59),231524.09117273995,41972.00101610424,2.32(42)E+05,0.007464052184013668,0.0013870937263465693,0.0075(14),,
5s.6d,3D,2,4d.5p,3P,2,4247.708,0.018,4247.71(2),3.56657,0.37243,3.57(37),67256.6080682099,14046.200461087292,6.7(14)E+04,0.0021682703937981403,0.00046295689333416965,0.00217(46),,
5s.6d,3D,2,4d.5p,1F,3,5941.559,0.065,5941.56(6),1.93198,0.48092,1.93(48),7211.097222056224,3590.0587827687464,7.2(36)E+03,0.0002324769128637486,0.00011621582286869426,0.00023(12),,
5s.6d,3D,2,5s.4f,3F,2,10633.976,0.129,10634.0(1),6.69908,0.21043,6.70(21),15123.090596252301,950.0864262326332,1.512(95)E+04,0.0004875498563550098,0.0000380922319771664,0.000488(38),,
5s.6d,3D,2,5s.4f,3F,3,10656.527,0.129,10656.5(1),19.00837,0.57167,19.01(57),120987.34503634127,7277.304486722712,1.210(73)E+05,0.0039004833250063336,0.0002957957547268607,0.00390(30),,
5s.6d,3D,2,5s.7p,1P,1,12756.013,0.219,12756.0(2),6.48308,3.36079,6.5(34),8205.691509931767,8507.563073012347,8.2(85)E+03,0.0002645414104675256,0.00027447648404860296,<0.00054,,
5s.6d,3D,3,5s.5p,3P,2,403.152,0,403.1516(2),2.44212,0.02793,2.442(28),26344991.371100996,602603.9744114546,2.634(60)E+07,0.8562166116413636,0.00824061483561245,0.8562(82),,
5s.6d,3D,3,4d.5p,3F,2,1553.698,0.002,1553.698(2),0.10851,0.03363,0.109(34),908.6761470736259,563.2435503949702,9.1(56)E+02,0.000029532126268986313,0.000018316051805427934,0.000030(18),,
5s.6d,3D,3,4d.5p,3F,3,1635.751,0.003,1635.751(3),0.25165,0.02059,0.252(21),4188.047264808919,685.3319549466192,4.19(69)E+03,0.00013611223431267023,0.000022463107821925187,0.000136(22),,
5s.6d,3D,3,4d.5p,1D,2,1701.777,0.003,1701.777(3),1.6803,0.93328,1.68(93),165819.21144225093,184200.1471839288,1.7(18)E+05,0.005389152016267809,0.0059553206185019554,<0.011,,
5s.6d,3D,3,5s.6p,3P,2,1745.187,0.003,1745.187(3),8.30925,0.22594,8.31(23),3759817.7086659553,204469.28830291575,3.76(20)E+06,0.1221947023461342,0.0063495199268989505,0.1222(63),,
5s.6d,3D,3,4d.5p,3F,4,1728.969,0.003,1728.969(3),0.73903,0.0568,0.739(57),30586.645735601298,4701.626398869632,3.06(47)E+04,0.0009940710856310613,0.00015415059245449283,0.00099(15),,
5s.6d,3D,3,4d.5p,3D,2,3010.812,0.011,3010.81(1),0.20476,0.09582,0.205(96),444.64000947180097,416.1496943788779,4.4(42)E+02,0.000014450874435576591,0.000013528331316281374,0.000014(14),,
5s.6d,3D,3,4d.5p,3D,3,3181.049,0.011,3181.05(1),1.09009,0.0342,1.090(34),10685.205137823945,670.4657793538604,1.069(67)E+04,0.00034727094835325297,0.000023034932327027494,0.000347(23),,
5s.6d,3D,3,4d.5p,3P,2,4225.618,0.018,4225.62(2),8.91184,0.60132,8.91(60),304672.6463234101,41115.13593346387,3.05(41)E+05,0.00990191179872593,0.0013400854057632828,0.0099(13),,
5s.6d,3D,3,4d.5p,1F,3,5898.428,0.064,5898.43(6),0.08423,0.01547,0.084(15),10.006772922025627,3.6757634503516474,1.00(37)E+01,3.252217882356157e-7,1.1966872408015972e-7,0.00000033(12),,
5s.6d,3D,3,5s.4f,3F,2,10496.605,0.126,10496.6(1),1.16564,0.01688,1.166(17),340.05690965249477,9.848950056759996,3.401(98)E+02,0.00001105190625597553,3.991240932739949e-7,0.00001105(40),,
5s.6d,3D,3,5s.4f,3F,3,10518.576,0.126,10518.6(1),6.86487,0.05684,6.865(57),11720.955392349517,194.0956415045267,1.172(19)E+04,0.0003809330042994684,0.000010358228633169107,0.000381(10),,
5s.6d,3D,3,5s.4f,3F,4,10549.258,0.134,10549.3(1),23.39023,0.18333,23.39(18),134887.76333772243,2114.4765759417724,1.349(21)E+05,0.0043838747961632086,0.00011672572852873677,0.00438(12),,
5s.6d,1D,2,5s.5p,3P,1,396.373,0,396.3735(1),0.35245,0.22839,0.35(23),808311.3074736521,1047582.4628395936,8\(10)E+05,0.03206674159333763,0.040363983256188216,<0.072,,
5s.6d,1D,2,5s.5p,3P,2,402.665,0,402.6653(2),0.20459,0.13739,0.20(14),259796.6361167348,348926.7299093621,2.6(35)E+05,0.010306464254733014,0.013747415041426974,<0.024,,
5s.6d,1D,2,5s.5p,1P,1,554.489,0,554.4892(3),2.90009,0.18797,2.90(19),19991292.833352163,2591480.4808714255,2.00(26)E+07,0.7930801109382506,0.04098087200555126,0.793(41),,
5s.6d,1D,2,4d.5p,3F,2,1546.5,0.002,1546.500(2),0.04231,0.0299,0.042(30),196.12546076867986,277.19930404186346,2.0(28)E+02,0.000007780547435368565,0.000011031171994462368,<0.000019,,
5s.6d,1D,2,4d.5p,3F,3,1627.774,0.003,1627.774(3),0.13983,0.08874,0.140(89),1837.0267940908163,2331.656407196821,1.8(23)E+03,0.00007287719837825953,0.00009285180711574405,<0.00017,,
5s.6d,1D,2,4d.5p,1D,2,1693.145,0.003,1693.145(3),0.16255,0.09438,0.163(94),2205.9143152835804,2561.6018834653396,2.2(26)E+03,0.00008751143732768905,0.00010208382849831922,<0.00019,,
5s.6d,1D,2,5s.6p,3P,1,1705.103,0.003,1705.103(3),0.69346,0.46641,0.69(47),39308.69671546895,52876.7895342284,3.9(53)E+04,0.0015594261867812732,0.002101671858598275,<0.0037,,
5s.6d,1D,2,5s.6p,3P,2,1736.111,0.003,1736.111(3),0.78539,0.48258,0.79(48),47767.87700487432,58701.593056232836,4.8(59)E+04,0.0018950126692710769,0.002334001425641936,<0.0042,,
5s.6d,1D,2,5s.6p,1P,1,1774.729,0.003,1774.729(3),7.16294,0.09639,7.163(96),3719493.2034358806,100104.69339229418,3.72(10)E+06,0.1475570443094931,0.016843848002729436,0.148(17),,
5s.6d,1D,2,4d.5p,3D,1,2882.745,0.01,2882.74(1),0.78255,0.02179,0.783(22),10358.642497199058,576.8700375822602,1.036(58)E+04,0.00041094057344518255,0.000051357332140058834,0.000411(51),,
5s.6d,1D,2,4d.5p,3D,2,2983.898,0.011,2983.90(1),0.22399,0.13118,0.22(13),765.2487800222369,896.3376487146008,7.7(90)E+02,0.000030358396148491126,0.00003571966528457381,<0.000066,,
5s.6d,1D,2,4d.5p,3D,3,3151.021,0.011,3151.02(1),0.07515,0.02321,0.075(23),73.14785097385399,45.18327668255936,7.3(45)E+01,0.0000029018686409542833,0.0000018216444313001785,0.0000029(18),,
5s.6d,1D,2,4d.5p,3P,1,4114.657,0.018,4114.66(2),0.62644,0.69186,<1.3,2282.7335644692644,5042.245207654622,2.3(50)E+03,0.00009055895502322967,0.00020027069533593556,<0.00029,,
5s.6d,1D,2,4d.5p,3P,2,4172.794,0.017,4172.79(2),0.85476,0.36687,0.85(37),4074.787221140289,3497.864167652348,4.1(35)E+03,0.00016165201161979188,0.0001399163716140606,0.00016(14),,
5s.6d,1D,2,4d.5p,1F,3,5796.009,0.062,5796.01(6),8.07714,1.75261,8.1(18),135776.7064059696,58922.74098623886,1.36(59)E+05,0.005386435298452903,0.0024017663401572835,0.0054(24),,
5s.6d,1D,2,5s.4f,3F,2,10176.594,0.118,10176.6(1),1.57476,0.87978,1.57(88),953.4955054196747,1065.3893623976278,1.0(11)E+03,0.00003782638409236681,0.000042475160008154014,<0.000080,,
5s.6d,1D,2,5s.4f,3F,3,10197.245,0.119,10197.2(1),4.32923,2.46957,4.3(25),7162.58880128281,8171.667679616089,7.2(82)E+03,0.00028414904270970695,0.0003256441881033506,<0.00061,,
5s.6d,1D,2,5s.7p,1P,1,12103.475,0.197,12103.5(2),27.71098,1.57089,27.7(16),175497.4606844169,19897.32817694354,1.75(20)E+05,0.00696220833485936,0.0011051125440094635,0.0070(11),,
5s.5p,3P,1,5s2,1S,0,689.449,0,689.4491(1),0.1508,0.0001,0.1508(1),46864.29749336611,62.15424070738211,4.6864(62)E+04,1,0,1.0,,
5s.5p,1P,1,5s2,1S,0,460.862,0,460.8624(1),5.262,0.004,5.262(4),191044260.58006892,290451.1753402796,1.9104(29)E+08,0.9999494769885733,9.55979944741803e-7,0.99994948(96),,
5s.6p,3P,1,5s2,1S,0,295.261,0,295.2612(1),0.03375,0.01619,0.034(16),29886.458487909997,28673.289654474836,3.0(29)E+04,0.0019157386026205326,0.0018350754372213284,0.0019(18),,
5s.6p,1P,1,5s2,1S,0,293.269,0,293.2689(1),0.2651,0.02065,0.265(21),1881774.8668887448,293162.2104960587,1.88(29)E+06,0.12558716263954442,0.0180419106624906,0.126(18),,
4d.5p,3D,1,5s2,1S,0,275.754,0,275.7544(1),0.06113,0.01541,0.061(15),120361.44335566273,60682.801966653446,1.20(61)E+05,0.0016105162597672084,0.0008108948634851328,0.00161(81),,
4d.5p,3P,1,5s2,1S,0,268.077,0,268.0769,0.05865,0.01543,0.059(15),120587.96620001404,63450.036435335605,1.21(63)E+05,0.0013981306595964387,0.0007348811015805614,0.00140(73),,
5s.7p,1P,1,5s2,1S,0,257.024,0,257.0241(1),0.31333,0.03672,0.313(37),3905066.998844886,915290.9724417337,3.91(92)E+06,0.16378090479068408,0.032754926260732516,0.164(33),,
5s.6s,1S,0,5s.5p,3P,1,621.601,0.001,621.6010(6),0.04405,0.015,0.044(15),16369.072919055905,11148.063282270323,1.6(11)E+04,0.0008151336616134026,0.000554797980337705,0.00082(55),,
5s.6s,1S,0,5s.5p,1P,1,1124.433,0.002,1124.433(2),3.75221,0.02526,3.752(25),20065089.576029908,270157.6950621586,2.007(27)E+07,0.9991848663383865,0.000554797980337705,0.99918(55),,
5s.6p,3P,1,5s.6s,1S,0,3052.045,0.016,3052.04(2),3.04117,0.40359,3.04(40),219712.5089184495,58315.56383238529,2.20(58)E+05,0.014083693957380516,0.00370184742207148,0.0141(37),,
5s.6p,1P,1,5s.6s,1S,0,2851.782,0.014,2851.78(1),9.35467,0.17214,9.35(17),2548319.5059501906,93785.83207709892,2.548(94)E+06,0.1700714691659294,0.009854797577977947,0.1701(99),,
4d.5p,3D,1,5s.6s,1S,0,1762.945,0.006,1762.945(6),0.41213,0.07321,0.412(73),20936.20964489593,7438.138008569078,2.09(74)E+04,0.0002801404262938626,0.00009955538416624304,0.00028(10),,
4d.5p,3P,1,5s.6s,1S,0,1490.112,0.004,1490.112(4),0.28131,0.03592,0.281(36),16153.247997588567,4125.162051557854,1.62(41)E+04,0.00018728528218175329,0.00004788899393080417,0.000187(48),,
5s.7p,1P,1,5s.6s,1S,0,1202.641,0.003,1202.641(3),1.45443,0.08938,1.454(89),821341.2441628025,100948.7985524921,8.2(10)E+05,0.034447555483857466,0.004507361270715809,0.0344(45),,
5p2,3P,0,5s.5p,3P,1,483.346,0,483.3461(4),2.64945,0.06605,2.649(66),125951708.52912334,6279877.218553735,1.260(63)E+08,0.9953182148786268,0.0006486831417385068,0.99532(65),,
5p2,3P,0,5s.5p,1P,1,741.016,0.001,741.016(1),0.34471,0.02243,0.345(22),591688.0158298842,77001.31821813282,5.92(77)E+05,0.00467574331907299,0.0006485768039982653,0.00468(65),,
5p2,3P,0,5s.6p,3P,1,7546.458,0.113,7546.5(1),0.01625,0.01501,0.016(15),1.244928989837213,2.299862663751517,1.2(23),9.83790148054176e-9,1.8180944895968632e-8,<2.8E-8,,
5p2,3P,0,5s.6p,1P,1,9132.103,0.166,9132.1(2),0.53564,0.07938,0.536(79),763.3098746226768,226.23978370962703,7.6(23)E+02,0.000006031964398744144,0.0000018127123920775449,0.0000060(18),,
4d.5p,3D,1,5p2,3P,0,9339.606,0.18,9339.6(2),1.29734,0.15125,1.30(15),1395.3013972442895,325.34161102154565,1.40(33)E+03,0.00001867006181454295,0.000004358892179112738,0.0000187(44),,
4d.5p,3P,1,5p2,3P,0,4740.934,0.045,4740.93(4),0.49134,0.11945,0.49(12),1530.0955732527082,743.9651424206056,1.53(74)E+03,0.000017740356691388922,0.000008629054558683687,0.0000177(86),,
5s.7p,1P,1,5p2,3P,0,2692.938,0.016,2692.94(2),0.50411,0.07538,0.504(75),8788.555313809493,2628.3204091631646,8.8(26)E+03,0.00036859739961554185,0.00011206056709965492,0.00037(11),,
5p2,1S,0,5s.5p,3P,1,441.386,0,441.3861(1),0.30176,0.02173,0.302(22),2145530.0738679105,309002.9725951067,2.15(31)E+06,0.1182744658990445,0.01559646900875331,0.118(16),,
5p2,1S,0,5s.5p,1P,1,646.756,0,646.7560(3),1.35482,0.03136,1.355(31),13747038.294390636,636405.0145585248,1.375(64)E+07,0.757819073135427,0.016041021185471946,0.758(16),,
5p2,1S,0,5s.6p,3P,1,3037.744,0.007,3037.744(7),1.83345,0.25837,1.83(26),242969.67832793132,68478.63405980161,2.43(68)E+05,0.013393943661713465,0.003761271100557252,0.0134(38),,
5p2,1S,0,5s.6p,1P,1,3266.021,0.008,3266.021(8),5.87036,0.11255,5.87(11),2004195.1152995143,76851.22015312231,2.004(77)E+06,0.11048323661676049,0.005739379585731233,0.1105(57),,
5p2,1S,0,4d.5p,3D,1,11159.681,0.117,11159.7(1),0.60361,0.02593,0.604(26),531.1594026791134,45.63530834271173,5.31(46)E+02,0.000029280687054585338,0.0000027676576049417182,0.0000293(28),,
4d.5p,3P,1,5p2,1S,0,70176.916,3.846,70177(4),0.39799,0.02296,0.398(23),0.30953341267529444,0.03571393437250049,3.10(36)E-01,3.588817094012783e-9,4.1702330058880194e-10,0.00000000359(42),,
5s.7p,1P,1,5p2,1S,0,5725.331,0.037,5725.33(4),11.87434,0.07924,11.874(79),507414.9778028968,6772.183593062206,5.074(68)E+05,0.021281295351266865,0.00120874153991619,0.0213(12),,
5s.7s,1S,0,5s.5p,3P,1,417.717,0,417.7165(1),0.12813,0.0152,0.128(15),456377.1875341858,108279.61055989424,4.6(11)E+05,0.008148760256211205,0.0019307346426776788,0.0081(19),,
5s.7s,1S,0,5s.5p,1P,1,597.173,0,597.1732(3),2.33193,0.03445,2.332(34),51736545.968998335,1528625.6522554215,5.17(15)E+07,0.9237725309270365,0.004557515113540819,0.9238(46),,
5s.7s,1S,0,5s.6p,3P,1,2185.46,0.004,2185.460(4),1.32519,0.16734,1.33(17),340874.9570932762,86088.81040978327,3.41(86)E+05,0.006086431089396463,0.0015369963591803592,0.0061(15),,
5s.7s,1S,0,5s.6p,1P,1,2301.173,0.005,2301.173(5),4.56638,0.13383,4.57(13),3467075.8964915797,203223.8973088451,3.47(20)E+06,0.06190574604144103,0.0038033558338183737,0.0619(38),,
5s.7s,1S,0,4d.5p,3D,1,4587.446,0.022,4587.45(2),0.41507,0.02467,0.415(25),3615.738379800996,429.80830454145695,3.62(43)E+03,0.00006456016210050552,0.00000787868064619509,0.0000646(79),,
5s.7s,1S,0,4d.5p,3P,1,8762.076,0.071,8762.08(7),0.63918,0.015,0.639(15),1230.531016859011,57.755147935205606,1.231(58)E+03,0.000021971523814311496,0.0000011968020882324393,0.0000220(12),,
5s.7p,1P,1,5s.7s,1S,0,21605.505,0.57,21605.5(6),15.63361,0.1425,15.63(14),16367.084677220175,298.37402205229995,1.637(30)E+04,0.0006864455687991486,0.00003995197534909218,0.000686(40),,
